,"('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'feed_in')","('House1', 'ElectricityGridConnection', 'grid_export')","('House1', 'ElectricityGridConnection', 'grid_import')","('House1', 'ElectricityGridConnection', 'source_import')","('House1', 'PV', 'connection')","('House1', 'PV', 'connection')","('House1', 'PV', 'source')","('House1', 'demand', 'input')","('House1', 'storage1', 'Battery_Storage')"
2023-10-24 20:40:00+02:00,1180.0,0.0,0.0,0.0,1180.0,1180.0,0.0,0.0,0.0,1180.0,0.0
2023-10-24 20:41:00+02:00,1180.0,0.0,0.0,0.0,1180.0,1180.0,0.0,0.0,0.0,1180.0,0.0
2023-10-24 20:42:00+02:00,1180.0,0.0,0.0,0.0,1180.0,1180.0,0.0,0.0,0.0,1180.0,0.0
2023-10-24 20:43:00+02:00,1180.0,0.0,0.0,0.0,1180.0,1180.0,0.0,0.0,0.0,1180.0,0.0
2023-10-24 20:44:00+02:00,1180.0,0.0,0.0,0.0,1180.0,1180.0,0.0,0.0,0.0,1180.0,0.0
2023-10-24 20:45:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:46:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:47:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:48:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:49:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:50:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:51:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:52:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:53:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:54:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:55:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:56:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:57:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:58:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 20:59:00+02:00,1310.0,0.0,0.0,0.0,1310.0,1310.0,0.0,0.0,0.0,1310.0,0.0
2023-10-24 21:00:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:01:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:02:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:03:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:04:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:05:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:06:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:07:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:08:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:09:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:10:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:11:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:12:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:13:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:14:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:15:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:16:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:17:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:18:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:19:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:20:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:21:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:22:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:23:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:24:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:25:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:26:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:27:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:28:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:29:00+02:00,1240.0,0.0,0.0,0.0,1240.0,1240.0,0.0,0.0,0.0,1240.0,0.0
2023-10-24 21:30:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:31:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:32:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:33:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:34:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:35:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:36:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:37:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:38:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:39:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:40:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:41:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:42:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:43:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:44:00+02:00,1400.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,1400.0,0.0
2023-10-24 21:45:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:46:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:47:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:48:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:49:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:50:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:51:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:52:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:53:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:54:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:55:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:56:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:57:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:58:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 21:59:00+02:00,1600.0,0.0,0.0,0.0,1600.0,1600.0,0.0,0.0,0.0,1600.0,0.0
2023-10-24 22:00:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:01:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:02:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:03:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:04:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:05:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:06:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:07:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:08:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:09:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:10:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:11:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:12:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:13:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:14:00+02:00,1410.0,0.0,0.0,0.0,1410.0,1410.0,0.0,0.0,0.0,1410.0,0.0
2023-10-24 22:15:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:16:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:17:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:18:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:19:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:20:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:21:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:22:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:23:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:24:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:25:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:26:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:27:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:28:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:29:00+02:00,1300.0,0.0,0.0,0.0,1300.0,1300.0,0.0,0.0,0.0,1300.0,0.0
2023-10-24 22:30:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:31:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:32:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:33:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:34:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:35:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:36:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:37:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:38:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:39:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:40:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:41:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:42:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:43:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:44:00+02:00,1220.0,0.0,0.0,0.0,1220.0,1220.0,0.0,0.0,0.0,1220.0,0.0
2023-10-24 22:45:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:46:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:47:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:48:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:49:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:50:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:51:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:52:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:53:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:54:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:55:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:56:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:57:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:58:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 22:59:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:00:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:01:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:02:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:03:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:04:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:05:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:06:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:07:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:08:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:09:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:10:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:11:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:12:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:13:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:14:00+02:00,1290.0,0.0,0.0,0.0,1290.0,1290.0,0.0,0.0,0.0,1290.0,0.0
2023-10-24 23:15:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:16:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:17:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:18:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:19:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:20:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:21:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:22:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:23:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:24:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:25:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:26:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:27:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:28:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:29:00+02:00,1210.0,0.0,0.0,0.0,1210.0,1210.0,0.0,0.0,0.0,1210.0,0.0
2023-10-24 23:30:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:31:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:32:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:33:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:34:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:35:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:36:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:37:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:38:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:39:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:40:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:41:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:42:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:43:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:44:00+02:00,1250.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,1250.0,0.0
2023-10-24 23:45:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:46:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:47:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:48:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:49:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:50:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:51:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:52:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:53:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:54:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:55:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:56:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:57:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:58:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-24 23:59:00+02:00,1080.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,1080.0,0.0
2023-10-25 00:00:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
2023-10-25 00:01:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
2023-10-25 00:02:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
2023-10-25 00:03:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
2023-10-25 00:04:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
2023-10-25 00:05:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
2023-10-25 00:06:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
2023-10-25 00:07:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
2023-10-25 00:08:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
2023-10-25 00:09:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
2023-10-25 00:10:00+02:00,1100.0,0.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,1100.0,0.0
